Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Enterocin, a new antibiotic taxonomy, isolation and characterization.","/pubmed/770404","Miyairi N, Sakai H, Konomi T, Imanaka H.","J Antibiot (Tokyo). 1976 Mar;29(3):227-35.","J Antibiot (Tokyo).  1976","PubMed","citation","PMID:770404","pubmed","770404","create date:1976/03/01 | first author:Miyairi N",
"Identification of mycolutein and pulvomycin as aureothin and labilomycin respectively.","/pubmed/770405","Schwartz JL, Tishler M, Arison BH, Shafer HM, Omura S.","J Antibiot (Tokyo). 1976 Mar;29(3):236-41.","J Antibiot (Tokyo).  1976","PubMed","citation","PMID:770405","pubmed","770405","create date:1976/03/01 | first author:Schwartz JL",
"A new tetracycline antibiotic with antitumor activity. I. Taxonomy and fermentation of the producing strain, isolation and characterization of SF2575.","/pubmed/1577660","Hatsu M, Sasaki T, Watabe H, Miyadoh S, Nagasawa M, Shomura T, Sezaki M, Inouye S, Kondo S.","J Antibiot (Tokyo). 1992 Mar;45(3):320-4.","J Antibiot (Tokyo).  1992","PubMed","citation","PMID:1577660","pubmed","1577660","create date:1992/03/01 | first author:Hatsu M",
"Identification of DEBS 1, DEBS 2 and DEBS 3, the multienzyme polypeptides of the erythromycin-producing polyketide synthase from Saccharopolyspora erythraea.","/pubmed/1618327","Caffrey P, Bevitt DJ, Staunton J, Leadlay PF.","FEBS Lett. 1992 Jun 15;304(2-3):225-8.","FEBS Lett.  1992","PubMed","citation","PMID:1618327","pubmed","1618327","create date:1992/06/15 | first author:Caffrey P",
"Cloning and sequence analysis of genes involved in erythromycin biosynthesis in Saccharopolyspora erythraea: sequence similarities between EryG and a family of S-adenosylmethionine-dependent methyltransferases.","/pubmed/1840640","Haydock SF, Dowson JA, Dhillon N, Roberts GA, Cortes J, Leadlay PF.","Mol Gen Genet. 1991 Nov;230(1-2):120-8.","Mol Gen Genet.  1991","PubMed","citation","PMID:1840640","pubmed","1840640","create date:1991/11/01 | first author:Haydock SF",
"[Prerequisites for therapy of inflammatory bowel diseases. Pathophysiology--symptomatology--diagnosis].","/pubmed/1855748","Haag K, Schölmerich J.","Fortschr Med. 1991 Apr 10;109(11):232-7. Review. German. ","Fortschr Med.  1991","PubMed","citation","PMID:1855748","pubmed","1855748","create date:1991/04/10 | first author:Haag K",
"Organization of a cluster of erythromycin genes in Saccharopolyspora erythraea.","/pubmed/2185216","Weber JM, Leung JO, Maine GT, Potenz RH, Paulus TJ, DeWitt JP.","J Bacteriol. 1990 May;172(5):2372-83.","J Bacteriol.  1990","PubMed","citation","PMID:2185216 | PMCID:PMC208872","pubmed","2185216","create date:1990/05/01 | first author:Weber JM",
"An unusually large multifunctional polypeptide in the erythromycin-producing polyketide synthase of Saccharopolyspora erythraea.","/pubmed/2234082","Cortes J, Haydock SF, Roberts GA, Bevitt DJ, Leadlay PF.","Nature. 1990 Nov 8;348(6297):176-8.","Nature.  1990","PubMed","citation","PMID:2234082","pubmed","2234082","create date:1990/11/08 | first author:Cortes J",
"Identification of a gene required for the terminal step in erythromycin A biosynthesis in Saccharopolyspora erythraea (Streptomyces erythreus).","/pubmed/2469627","Weber JM, Schoner B, Losick R.","Gene. 1989 Feb 20;75(2):235-41.","Gene.  1989","PubMed","citation","PMID:2469627","pubmed","2469627","create date:1989/02/20 | first author:Weber JM",
"Molecular characterization of a gene from Saccharopolyspora erythraea (Streptomyces erythraeus) which is involved in erythromycin biosynthesis.","/pubmed/2575703","Dhillon N, Hale RS, Cortes J, Leadlay PF.","Mol Microbiol. 1989 Oct;3(10):1405-14.","Mol Microbiol.  1989","PubMed","citation","PMID:2575703","pubmed","2575703","create date:1989/10/01 | first author:Dhillon N",
